"SKU";"Name";"Category";"Схема";"Brand";"Seller";"Balance";"Balance FBS";"Comments";"Final price";"Max price";"Min price";"Average price";"Median price";"Цена с Ozon картой";"Sales";"Revenue";"Revenue potential";"Revenue average";"Lost profit";"Lost profit percent";"URL";"Thumb";"Days in stock";"Days with sales";"Average if in stock";"Rating";"FBS";"Base price";"Category Position";"Categories Last Count";"Sales Per Day Average";"Turnover";"Turnover days"
1191433365;"HUAWEI Наушники беспроводные с микрофоном Huawei FreeBuds 5i, USB Type-C, белый";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;673;5386;6499;4773;"5131,0759";5367;5262;909;4664148;"25935489,6364";"12708,8501";"21271341,6364";"82,0163";"https://www.ozon.ru/context/detail/id/1191433365/";"https://cdn1.ozone.ru/s3/multimedia-1-4/6908442124.jpg";66;59;"13,2576";"4,86";1;6499;0;1;"2,4768";"0";0
1191515822;"HUAWEI Фитнес-браслет, зеленый";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;939;2621;3299;2522;"2806,9362";2902;2559;878;2464490;"9421539,8958";"6715,2316";"6957049,8958";"73,842";"https://www.ozon.ru/context/detail/id/1191515822/";"https://cdn1.ozone.ru/s3/multimedia-y/6904455802.jpg";96;82;"8,3333";"4,92";1;3999;0;1;"2,3924";"0";0
1089413143;"11.5"" Планшет HUAWEI MatePad 11.5 Wi-Fi 8/128 ГБ, серый";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"Smart Ecom Store";66;0;206;22682;28990;22369;"24199,0554";24213;22230;830;20085216;"40725272,221";"54728,109";"20640056,221";"50,6812";"https://www.ozon.ru/context/detail/id/1089413143/";"https://cdn1.ozone.ru/s3/multimedia-q/6725305322.jpg";181;144;"4,4751";"4,87";1;31990;10;5;"2,2616";"25,15";15
1029828591;"HUAWEI Смартфон Nova Y91 8/128 ГБ, черный";"Электроника/Телефоны и смарт-часы/Смартфоны";"FBO";"HUAWEI";"Smart Ecom Store";46;0;465;16995;38643;15814;"17600,9614";17560.5;16651;828;14573596;"25963639,4757";"39710,0708";"11390043,4757";"43,8692";"https://www.ozon.ru/context/detail/id/1029828591/";"https://cdn1.ozone.ru/s3/multimedia-1-e/6938292902.jpg";206;145;"3,8544";"4,85";0;39999;555;1;"2,2561";"36";10
1030156130;"Фитнес-браслет HUAWEI Band 8, зеленый";"";"FBO";"HUAWEI";"Smart Ecom Store";0;0;1532;2815;4599;2743;"3205,3007";3254;2753;828;2653989;"4894542,5276";"7231,5777";"2240553,5276";"45,7766";"https://www.ozon.ru/context/detail/id/1030156130/";"https://cdn1.ozone.ru/s3/multimedia-r/6725312919.jpg";199;126;"4,1256";"4,91";0;4599;0;1;"2,2561";"0";0
838693837;"Насадка для электрической зубной щетки Lebooo/Huawei, черная";"Бытовая техника/Техника для красоты и здоровья/Электрические зубные щетки и аксессуары/Насадки";"FBO";"HUAWEI";"Buyon";215;0;124;310;390;190;"299,306";310;304;817;244533;"257883,9397";"666,3025";"13350,9397";"5,1771";"https://www.ozon.ru/context/detail/id/838693837/";"https://cdn1.ozone.ru/s3/multimedia-9/6557006301.jpg";348;181;"2,3477";"4,95";0;590;623;2;"2,2262";"5,27";70
838703910;"Насадка для электрической зубной щетки Lebooo/Huawei, белая";"Бытовая техника/Техника для красоты и здоровья/Электрические зубные щетки и аксессуары/Насадки";"FBO";"HUAWEI";"Buyon";183;0;124;310;590;212;"300,5088";310;304;798;239806;"249316,7195";"653,4223";"9510,7195";"3,8147";"https://www.ozon.ru/context/detail/id/838703910/";"https://cdn1.ozone.ru/s3/multimedia-v/6557009743.jpg";353;170;"2,2606";"4,95";0;590;659;2;"2,1744";"5,58";66
1191422376;"HUAWEI Наушники беспроводные с микрофоном Huawei FreeBuds 5i, USB Type-C, голубой";"";"FBO";"HUAWEI";"HUAWEI Store KZ";0;0;672;5386;6499;4885;"5171,0404";5414;5262;767;3966188;"25992696,3571";"10807,0518";"22026508,3571";"84,7411";"https://www.ozon.ru/context/detail/id/1191422376/";"https://cdn1.ozone.ru/s3/multimedia-1-t/6908442869.jpg";56;51;"11,6607";"4,86";1;6499;0;1;"2,0899";"0";0
1239642762;"Планшет Huawei Matepad T 8"" LTE 16GB, синий";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"ЭЛКО Рус";58;0;103;7156;17382;7066;"7695,7704";7574;6976;723;5564042;"15353409,1278";"15160,8774";"9789367,1278";"63,7602";"https://www.ozon.ru/context/detail/id/1239642762/";"https://cdn1.ozone.ru/s3/multimedia-6/6840427290.jpg";133;104;"5,3609";"4,8";1;10990;2613;5;"1,97";"24,93";15
1170465550;"Планшет Huawei MatePad 11.5 6/128Gb Wi-Fi (BTK-W09) Космический серый";"Электроника/Ноутбуки, планшеты и электронные книги/Планшеты";"FBO";"HUAWEI";"Buyon";19;0;197;19947;25292;19898;"21292,5262";21500;19578;707;15053816;"56375004,8163";"41018,5722";"41321188,8163";"73,297";"https://www.ozon.ru/context/detail/id/1170465550/";"https://cdn1.ozone.ru/s3/multimedia-w/6764999072.jpg";98;83;"6,949";"4,96";0;39990;2520;2;"1,9264";"74,42";5
1026505118;"HUAWEI Смартфон Nova 11i 8/128 ГБ, зеленый";"Электроника/Телефоны и смарт-часы/Смартфоны";"FBO";"HUAWEI";"Smart Ecom Store";5;0;613;16173;19999;14453;"16033,2117";16530;15846;699;11207215;"17502331,5106";"30537,3706";"6295116,5106";"35,9673";"https://www.ozon.ru/context/detail/id/1026505118/";"https://cdn1.ozone.ru/s3/multimedia-1-e/6938294810.jpg";235;139;"2,9745";"4,9";0;21999;2550;1;"1,9046";"279,6";1
1225172338;"Наушники беспроводные Huawei Freebuds SE 2, синий";"Электроника/Наушники и аудиотехника/Наушники";"FBO";"HUAWEI";"ЭЛКО Рус";83;0;353;2302;2999;2192;"2456,3114";2506.5;2240;668;1640816;"5425040,2883";"4470,8883";"3784224,2883";"69,7548";"https://www.ozon.ru/context/detail/id/1225172338/";"https://cdn1.ozone.ru/s3/multimedia-2/6790091222.jpg";111;104;"5,7838";"4,86";0;2599;671;2;"1,8202";"16,1";23
1029891516;"HUAWEI Смартфон Nova Y91 8/128 ГБ, серебристый";"Электроника/Телефоны и смарт-часы/Смартфоны";"FBO";"HUAWEI";"Smart Ecom Store";37;0;463;16905;39999;15805;"17545,5341";17591;16564;659;11562507;"19288363,95";"31505,4687";"7725856,95";"40,0545";"https://www.ozon.ru/context/detail/id/1029891516/";"https://cdn1.ozone.ru/s3/multimedia-1-e/6938291894.jpg";220;148;"2,9227";"4,85";0;39999;403;1;"1,7956";"35,62";10
